id,valueType,timestamp,deviceType,value,deviceName,reading,baseType,metadata
reading-1777005984683253,Float64,1777005984683254528,,40.400000,energy-sensor-009                                               ,energy,,
reading-1777005986298950,Float64,1777005986298950912,,60.730000,energy-sensor-009                                               ,energy,,
reading-1777005997668730,Float64,1777005997668731392,,72.450000,energy-sensor-009                                               ,energy,,
reading-1777006019032423,Float64,1777006019032424192,,90.690000,energy-sensor-009                                               ,energy,,
reading-1777006019539745,Float64,1777006019539746816,,67.070000,energy-sensor-009                                               ,energy,,
reading-1777006045226065,Float64,1777006045226066176,,28.090000,energy-sensor-009                                               ,energy,,
reading-1777006071208275,Float64,1777006071208276480,,13.370000,energy-sensor-009                                               ,energy,,
reading-1777006086613119,Float64,1777006086613120768,,77.950000,energy-sensor-009                                               ,energy,,
reading-1777006097249043,Float64,1777006097249044224,,37.740000,energy-sensor-009                                               ,energy,,
reading-1777006107787790,Float64,1777006107787792128,,24.750000,energy-sensor-009                                               ,energy,,
reading-1777006123410465,Float64,1777006123410465792,,61.160000,energy-sensor-009                                               ,energy,,
reading-1777006124419714,Float64,1777006124419715584,,17.140000,energy-sensor-009                                               ,energy,,
reading-1777006139628274,Float64,1777006139628275200,,21.420000,energy-sensor-009                                               ,energy,,
reading-1777006153258274,Float64,1777006153258275072,,32.860000,energy-sensor-009                                               ,energy,,
reading-1777006158211752,Float64,1777006158211753216,,71.020000,energy-sensor-009                                               ,energy,,
reading-1777006180183842,Float64,1777006180183843072,,35.740000,energy-sensor-009                                               ,energy,,
reading-1777006193304772,Float64,1777006193304773376,,60.690000,energy-sensor-009                                               ,energy,,
reading-1777006207388670,Float64,1777006207388671488,,8.720000,energy-sensor-009                                               ,energy,,
reading-1777006218941092,Float64,1777006218941093120,,20.350000,energy-sensor-009                                               ,energy,,
reading-1777006250624825,Float64,1777006250624826112,,50.620000,energy-sensor-009                                               ,energy,,
reading-1777006250929993,Float64,1777006250929994496,,80.720000,energy-sensor-009                                               ,energy,,
reading-1777006269339688,Float64,1777006269339689216,,87.880000,energy-sensor-009                                               ,energy,,
reading-1777006300480894,Float64,1777006300480895488,,99.820000,energy-sensor-009                                               ,energy,,
reading-1777006309279989,Float64,1777006309279990528,,99.360000,energy-sensor-009                                               ,energy,,
reading-1777006317187534,Float64,1777006317187535872,,6.780000,energy-sensor-009                                               ,energy,,
reading-1777006322154116,Float64,1777006322154117888,,4.970000,energy-sensor-009                                               ,energy,,
reading-1777006351253616,Float64,1777006351253617920,,2.500000,energy-sensor-009                                               ,energy,,
reading-1777006352771591,Float64,1777006352771592192,,41.300000,energy-sensor-009                                               ,energy,,
reading-1777006362123787,Float64,1777006362123787776,,71.580000,energy-sensor-009                                               ,energy,,
reading-1777006368918978,Float64,1777006368918979328,,73.250000,energy-sensor-009                                               ,energy,,
reading-1777006377986665,Float64,1777006377986667264,,97.740000,energy-sensor-009                                               ,energy,,
reading-1777006378592074,Float64,1777006378592075520,,200.000000,energy-sensor-009                                               ,energy,,
reading-1777006395822548,Float64,1777006395822549504,,11.970000,energy-sensor-009                                               ,energy,,
reading-1777006401021640,Float64,1777006401021641728,,200.000000,energy-sensor-009                                               ,energy,,
reading-1777006404377539,Float64,1777006404377541120,,17.620000,energy-sensor-009                                               ,energy,,
reading-1777006406099172,Float64,1777006406099174400,,49.620000,energy-sensor-009                                               ,energy,,
reading-1777006442181931,Float64,1777006442181933056,,32.900000,energy-sensor-009                                               ,energy,,
reading-1777006456457766,Float64,1777006456457767424,,1.940000,energy-sensor-009                                               ,energy,,
reading-1777006457166045,Float64,1777006457166046720,,49.340000,energy-sensor-009                                               ,energy,,
reading-1777006457898647,Float64,1777006457898648320,,55.670000,energy-sensor-009                                               ,energy,,
reading-1777005410434620,Float64,1777005410434621696,,44.600000,energy-sensor-010                                               ,energy,,
reading-1777005420972060,Float64,1777005420972061184,,22.730000,energy-sensor-010                                               ,energy,,
reading-1777005430568391,Float64,1777005430568392704,,45.030000,energy-sensor-010                                               ,energy,,
reading-1777005440125347,Float64,1777005440125349120,,60.650000,energy-sensor-010                                               ,energy,,
reading-1777005440226323,Float64,1777005440226325248,,69.870000,energy-sensor-010                                               ,energy,,
reading-1777005465003939,Float64,1777005465003940608,,88.550000,energy-sensor-010                                               ,energy,,
reading-1777005471608307,Float64,1777005471608309504,,4.550000,energy-sensor-010                                               ,energy,,
reading-1777005494185333,Float64,1777005494185336064,,28.820000,energy-sensor-010                                               ,energy,,
reading-1777005496007588,Float64,1777005496007591168,,91.580000,energy-sensor-010                                               ,energy,,
reading-1777005499708558,Float64,1777005499708559360,,40.070000,energy-sensor-010                                               ,energy,,
reading-1777005534433186,Float64,1777005534433187584,,0.000000,energy-sensor-010                                               ,energy,,
reading-1777005552615861,Float64,1777005552615862784,,99.010000,energy-sensor-010                                               ,energy,,
reading-1777005552724944,Float64,1777005552724945920,,75.040000,energy-sensor-010                                               ,energy,,
reading-1777005574152352,Float64,1777005574152353280,,88.890000,energy-sensor-010                                               ,energy,,
reading-1777005584118092,Float64,1777005584118094080,,49.300000,energy-sensor-010                                               ,energy,,
reading-1777005592547862,Float64,1777005592547863808,,86.030000,energy-sensor-010                                               ,energy,,
reading-1777005603060737,Float64,1777005603060738304,,25.730000,energy-sensor-010                                               ,energy,,
reading-1777005615851941,Float64,1777005615851943424,,31.890000,energy-sensor-010                                               ,energy,,
reading-1777005650698641,Float64,1777005650698643712,,4.460000,energy-sensor-010                                               ,energy,,
reading-1777005696414218,Float64,1777005696414220800,,7.740000,energy-sensor-010                                               ,energy,,
reading-1777005705387573,Float64,1777005705387574784,,33.780000,energy-sensor-010                                               ,energy,,
reading-1777005723173232,Float64,1777005723173233664,,79.170000,energy-sensor-010                                               ,energy,,
reading-1777005726110177,Float64,1777005726110180096,,65.940000,energy-sensor-010                                               ,energy,,
reading-1777005726211734,Float64,1777005726211735296,,25.360000,energy-sensor-010                                               ,energy,,
reading-1777005728591093,Float64,1777005728591094528,,33.270000,energy-sensor-010                                               ,energy,,
reading-1777005796291908,Float64,1777005796291909120,,6.670000,energy-sensor-010                                               ,energy,,
reading-1777005805228124,Float64,1777005805228125696,,60.230000,energy-sensor-010                                               ,energy,,
reading-1777005816360652,Float64,1777005816360653824,,39.690000,energy-sensor-010                                               ,energy,,
reading-1777005819198453,Float64,1777005819198454272,,56.250000,energy-sensor-010                                               ,energy,,
reading-1777005832305053,Float64,1777005832305056000,,200.000000,energy-sensor-010                                               ,energy,,
reading-1777005834036970,Float64,1777005834036971776,,35.120000,energy-sensor-010                                               ,energy,,
reading-1777005853018376,Float64,1777005853018378752,,95.850000,energy-sensor-010                                               ,energy,,
reading-1777005869826547,Float64,1777005869826549760,,69.880000,energy-sensor-010                                               ,energy,,
reading-1777005911457245,Float64,1777005911457247744,,65.690000,energy-sensor-010                                               ,energy,,
reading-1777005927317653,Float64,1777005927317655296,,69.310000,energy-sensor-010                                               ,energy,,
reading-1777005928936227,Float64,1777005928936228864,,27.720000,energy-sensor-010                                               ,energy,,
reading-1777005937965896,Float64,1777005937965898752,,29.300000,energy-sensor-010                                               ,energy,,
reading-1777005940486200,Float64,1777005940486201856,,0.000000,energy-sensor-010                                               ,energy,,
reading-1777005947817064,Float64,1777005947817065216,,80.070000,energy-sensor-010                                               ,energy,,
reading-1777005950651947,Float64,1777005950651949312,,35.370000,energy-sensor-010                                               ,energy,,
reading-1777005958053632,Float64,1777005958053633792,,0.000000,energy-sensor-010                                               ,energy,,
reading-1777005983873709,Float64,1777005983873710336,,88.040000,energy-sensor-010                                               ,energy,,
reading-1777005999791728,Float64,1777005999791729664,,77.250000,energy-sensor-010                                               ,energy,,
reading-1777006016335220,Float64,1777006016335221248,,29.000000,energy-sensor-010                                               ,energy,,
reading-1777006024429752,Float64,1777006024429753856,,95.800000,energy-sensor-010                                               ,energy,,
reading-1777006025550841,Float64,1777006025550843392,,84.650000,energy-sensor-010                                               ,energy,,
reading-1777006032861651,Float64,1777006032861651968,,52.240000,energy-sensor-010                                               ,energy,,
reading-1777006041672570,Float64,1777006041672571648,,76.950000,energy-sensor-010                                               ,energy,,
reading-1777006044619626,Float64,1777006044619627008,,55.790000,energy-sensor-010                                               ,energy,,
reading-1777006052124100,Float64,1777006052124101632,,97.570000,energy-sensor-010                                               ,energy,,
reading-1777006073733103,Float64,1777006073733104384,,63.710000,energy-sensor-010                                               ,energy,,
reading-1777006082959424,Float64,1777006082959425792,,62.130000,energy-sensor-010                                               ,energy,,
reading-1777006101397377,Float64,1777006101397378304,,67.880000,energy-sensor-010                                               ,energy,,
reading-1777006109458683,Float64,1777006109458684416,,0.000000,energy-sensor-010                                               ,energy,,
reading-1777006153966740,Float64,1777006153966741248,,57.810000,energy-sensor-010                                               ,energy,,
reading-1777006174381751,Float64,1777006174381752064,,36.580000,energy-sensor-010                                               ,energy,,
reading-1777006192563938,Float64,1777006192563939584,,57.980000,energy-sensor-010                                               ,energy,,
reading-1777006196798654,Float64,1777006196798657024,,68.160000,energy-sensor-010                                               ,energy,,
reading-1777006216672109,Float64,1777006216672109824,,47.670000,energy-sensor-010                                               ,energy,,
reading-1777006219041652,Float64,1777006219041653504,,22.270000,energy-sensor-010                                               ,energy,,
reading-1777006224145039,Float64,1777006224145040384,,86.550000,energy-sensor-010                                               ,energy,,
reading-1777006224751977,Float64,1777006224751978496,,49.420000,energy-sensor-010                                               ,energy,,
reading-1777006237499561,Float64,1777006237499561728,,95.730000,energy-sensor-010                                               ,energy,,
reading-1777006239136818,Float64,1777006239136819456,,44.530000,energy-sensor-010                                               ,energy,,
reading-1777006252446034,Float64,1777006252446104832,,200.000000,energy-sensor-010                                               ,energy,,
reading-1777006256988934,Float64,1777006256988935680,,13.360000,energy-sensor-010                                               ,energy,,
reading-1777006270653547,Float64,1777006270653548800,,87.330000,energy-sensor-010                                               ,energy,,
reading-1777006277315477,Float64,1777006277315478528,,3.670000,energy-sensor-010                                               ,energy,,
reading-1777006301499893,Float64,1777006301499893760,,22.520000,energy-sensor-010                                               ,energy,,
reading-1777006312919873,Float64,1777006312919876352,,78.560000,energy-sensor-010                                               ,energy,,
reading-1777006313223238,Float64,1777006313223239680,,67.720000,energy-sensor-010                                               ,energy,,
reading-1777006322666864,Float64,1777006322666865408,,3.670000,energy-sensor-010                                               ,energy,,
reading-1777006323273267,Float64,1777006323273268224,,57.350000,energy-sensor-010                                               ,energy,,
reading-1777006336219659,Float64,1777006336219659776,,200.000000,energy-sensor-010                                               ,energy,,
reading-1777006359798664,Float64,1777006359798667008,,60.800000,energy-sensor-010                                               ,energy,,
reading-1777006387412654,Float64,1777006387412655360,,75.720000,energy-sensor-010                                               ,energy,,
reading-1777006421754968,Float64,1777006421754969088,,66.740000,energy-sensor-010                                               ,energy,,
reading-1777006435163788,Float64,1777006435163788800,,75.030000,energy-sensor-010                                               ,energy,,
reading-1777006438603830,Float64,1777006438603832576,,18.780000,energy-sensor-010                                               ,energy,,
reading-1777006456299012,Float64,1777006456299014912,,51.300000,energy-sensor-010                                               ,energy,,
reading-1777005360811510,Float64,1777005360811511296,,81.550000,energy-sensor-011                                               ,energy,,
reading-1777005377198747,Float64,1777005377198748672,,71.880000,energy-sensor-011                                               ,energy,,
reading-1777005388602296,Float64,1777005388602298624,,19.080000,energy-sensor-011                                               ,energy,,
reading-1777005395030879,Float64,1777005395030880512,,55.550000,energy-sensor-011                                               ,energy,,
reading-1777005423132027,Float64,1777005423132029184,,93.160000,energy-sensor-011                                               ,energy,,
reading-1777005433245550,Float64,1777005433245552128,,90.800000,energy-sensor-011                                               ,energy,,
reading-1777005439316609,Float64,1777005439316613120,,91.890000,energy-sensor-011                                               ,energy,,
reading-1777005448578663,Float64,1777005448578665472,,70.380000,energy-sensor-011                                               ,energy,,
reading-1777005451538999,Float64,1777005451539001600,,48.750000,energy-sensor-011                                               ,energy,,
reading-1777005452043864,Float64,1777005452043866368,,487.500000,energy-sensor-011                                               ,energy,,
reading-1777005460549168,Float64,1777005460549170176,,44.190000,energy-sensor-011                                               ,energy,,
reading-1777005474844059,Float64,1777005474844061184,,90.220000,energy-sensor-011                                               ,energy,,
reading-1777005481451784,Float64,1777005481451787008,,18.660000,energy-sensor-011                                               ,energy,,
reading-1777005483576199,Float64,1777005483576200448,,69.470000,energy-sensor-011                                               ,energy,,
reading-1777005499097807,Float64,1777005499097809664,,0.040000,energy-sensor-011                                               ,energy,,
reading-1777005499404888,Float64,1777005499404890880,,99.490000,energy-sensor-011                                               ,energy,,
reading-1777005500720349,Float64,1777005500720350720,,52.980000,energy-sensor-011                                               ,energy,,
reading-1777005527941256,Float64,1777005527941257728,,29.980000,energy-sensor-011                                               ,energy,,
reading-1777005529976523,Float64,1777005529976524288,,76.340000,energy-sensor-011                                               ,energy,,
reading-1777005530078926,Float64,1777005530078927360,,46.110000,energy-sensor-011                                               ,energy,,
reading-1777005540252407,Float64,1777005540252408320,,22.300000,energy-sensor-011                                               ,energy,,
reading-1777005541833945,Float64,1777005541833946624,,7.990000,energy-sensor-011                                               ,energy,,
reading-1777005580801779,Float64,1777005580801780480,,2.930000,energy-sensor-011                                               ,energy,,
reading-1777005594271457,Float64,1777005594271458304,,80.990000,energy-sensor-011                                               ,energy,,
reading-1777005616054559,Float64,1777005616054561536,,16.470000,energy-sensor-011                                               ,energy,,
reading-1777005618889470,Float64,1777005618889473024,,35.570000,energy-sensor-011                                               ,energy,,
reading-1777005620102289,Float64,1777005620102290688,,46.150000,energy-sensor-011                                               ,energy,,
reading-1777005646234408,Float64,1777005646234409216,,22.850000,energy-sensor-011                                               ,energy,,
reading-1777005653022299,Float64,1777005653022300416,,1.140000,energy-sensor-011                                               ,energy,,
reading-1777005654133626,Float64,1777005654133628416,,61.340000,energy-sensor-011                                               ,energy,,
reading-1777005675363016,Float64,1777005675363017472,,77.030000,energy-sensor-011                                               ,energy,,
reading-1777005691721477,Float64,1777005691721480192,,15.350000,energy-sensor-011                                               ,energy,,
reading-1777005703363240,Float64,1777005703363242240,,69.770000,energy-sensor-011                                               ,energy,,
reading-1777005722567771,Float64,1777005722567771904,,23.660000,energy-sensor-011                                               ,energy,,
reading-1777005736673825,Float64,1777005736673826304,,10.860000,energy-sensor-011                                               ,energy,,
reading-1777005737178230,Float64,1777005737178231552,,28.320000,energy-sensor-011                                               ,energy,,
reading-1777005757418900,Float64,1777005757418902272,,200.000000,energy-sensor-011                                               ,energy,,
reading-1777005759744053,Float64,1777005759744055808,,6.490000,energy-sensor-011                                               ,energy,,
reading-1777005763680964,Float64,1777005763680966912,,97.800000,energy-sensor-011                                               ,energy,,
reading-1777005777361749,Float64,1777005777361751296,,75.650000,energy-sensor-011                                               ,energy,,
reading-1777005784634991,Float64,1777005784634993408,,96.220000,energy-sensor-011                                               ,energy,,
reading-1777005789011294,Float64,1777005789011295232,,46.960000,energy-sensor-011                                               ,energy,,
reading-1777005815655085,Float64,1777005815655086080,,77.190000,energy-sensor-011                                               ,energy,,
reading-1777005826825251,Float64,1777005826825254144,,81.100000,energy-sensor-011                                               ,energy,,
reading-1777005847510679,Float64,1777005847510680576,,811.000000,energy-sensor-011                                               ,energy,,
reading-1777005851684909,Float64,1777005851684912128,,21.040000,energy-sensor-011                                               ,energy,,
reading-1777005875029986,Float64,1777005875029987328,,18.550000,energy-sensor-011                                               ,energy,,
reading-1777005888350434,Float64,1777005888350436608,,0.150000,energy-sensor-011                                               ,energy,,
reading-1777005889058877,Float64,1777005889058877952,,42.480000,energy-sensor-011                                               ,energy,,
reading-1777005918031754,Float64,1777005918031755520,,35.690000,energy-sensor-011                                               ,energy,,
reading-1777005924579515,Float64,1777005924579516160,,86.450000,energy-sensor-011                                               ,energy,,
reading-1777005936044913,Float64,1777005936044914176,,4.200000,energy-sensor-011                                               ,energy,,
reading-1777005971027891,Float64,1777005971027894016,,9.080000,energy-sensor-011                                               ,energy,,
reading-1777005982036877,Float64,1777005982036879104,,57.180000,energy-sensor-011                                               ,energy,,
reading-1777006019970557,Float64,1777006019970558464,,38.660000,energy-sensor-011                                               ,energy,,
reading-1777006020881515,Float64,1777006020881517056,,24.160000,energy-sensor-011                                               ,energy,,
reading-1777006046646441,Float64,1777006046646442496,,33.860000,energy-sensor-011                                               ,energy,,
reading-1777006058423952,Float64,1777006058423953920,,40.380000,energy-sensor-011                                               ,energy,,
reading-1777006067875366,Float64,1777006067875368192,,6.010000,energy-sensor-011                                               ,energy,,
reading-1777006070501748,Float64,1777006070501750016,,4.430000,energy-sensor-011                                               ,energy,,
reading-1777006088433412,Float64,1777006088433413888,,20.950000,energy-sensor-011                                               ,energy,,
reading-1777006097350123,Float64,1777006097350124544,,6.350000,energy-sensor-011                                               ,energy,,
reading-1777006105964622,Float64,1777006105964623616,,14.800000,energy-sensor-011                                               ,energy,,
reading-1777006111076683,Float64,1777006111076684288,,62.470000,energy-sensor-011                                               ,energy,,
reading-1777006131820376,Float64,1777006131820377344,,71.980000,energy-sensor-011                                               ,energy,,
reading-1777006135486295,Float64,1777006135486296576,,18.030000,energy-sensor-011                                               ,energy,,
reading-1777006140438321,Float64,1777006140438322944,,84.370000,energy-sensor-011                                               ,energy,,
reading-1777006140742011,Float64,1777006140742012416,,60.860000,energy-sensor-011                                               ,energy,,
reading-1777006158718090,Float64,1777006158718091776,,13.310000,energy-sensor-011                                               ,energy,,
reading-1777006162461707,Float64,1777006162461709312,,32.820000,energy-sensor-011                                               ,energy,,
reading-1777006166005499,Float64,1777006166005500928,,58.450000,energy-sensor-011                                               ,energy,,
reading-1777006167622162,Float64,1777006167622163200,,57.390000,energy-sensor-011                                               ,energy,,
reading-1777006174079497,Float64,1777006174079498240,,7.850000,energy-sensor-011                                               ,energy,,
reading-1777006178665502,Float64,1777006178665504512,,59.600000,energy-sensor-011                                               ,energy,,
reading-1777006178766402,Float64,1777006178766403328,,6.360000,energy-sensor-011                                               ,energy,,
reading-1777006198817710,Float64,1777006198817712896,,55.130000,energy-sensor-011                                               ,energy,,
reading-1777006205611845,Float64,1777006205611846144,,551.300000,energy-sensor-011                                               ,energy,,
reading-1777006209326135,Float64,1777006209326136576,,78.970000,energy-sensor-011                                               ,energy,,
reading-1777006217591998,Float64,1777006217591999488,,69.440000,energy-sensor-011                                               ,energy,,
reading-1777006228423431,Float64,1777006228423431936,,200.000000,energy-sensor-011                                               ,energy,,
reading-1777006229432494,Float64,1777006229432495616,,0.000000,energy-sensor-011                                               ,energy,,
reading-1777006265477922,Float64,1777006265477923584,,85.070000,energy-sensor-011                                               ,energy,,
reading-1777006274161265,Float64,1777006274161266176,,88.490000,energy-sensor-011                                               ,energy,,
reading-1777006284589728,Float64,1777006284589729280,,50.730000,energy-sensor-011                                               ,energy,,
reading-1777006301802129,Float64,1777006301802130176,,1.120000,energy-sensor-011                                               ,energy,,
reading-1777006306143827,Float64,1777006306143828480,,55.610000,energy-sensor-011                                               ,energy,,
reading-1777006328867823,Float64,1777006328867823872,,47.540000,energy-sensor-011                                               ,energy,,
reading-1777006338188823,Float64,1777006338188824320,,0.000000,energy-sensor-011                                               ,energy,,
reading-1777006345093437,Float64,1777006345093438720,,86.500000,energy-sensor-011                                               ,energy,,
reading-1777006346207016,Float64,1777006346207017984,,44.440000,energy-sensor-011                                               ,energy,,
reading-1777006384736960,Float64,1777006384736962048,,55.190000,energy-sensor-011                                               ,energy,,
reading-1777006388221199,Float64,1777006388221200128,,23.830000,energy-sensor-011                                               ,energy,,
reading-1777006388827626,Float64,1777006388827627776,,76.000000,energy-sensor-011                                               ,energy,,
reading-1777006408351531,Float64,1777006408351534080,,200.000000,energy-sensor-011                                               ,energy,,
reading-1777006409971115,Float64,1777006409971116544,,66.090000,energy-sensor-011                                               ,energy,,
reading-1777006413512032,Float64,1777006413512033024,,200.000000,energy-sensor-011                                               ,energy,,
reading-1777006416694006,Float64,1777006416694007040,,85.800000,energy-sensor-011                                               ,energy,,
reading-1777006428868555,Float64,1777006428868556288,,93.010000,energy-sensor-011                                               ,energy,,
reading-1777006434760623,Float64,1777006434760626432,,14.190000,energy-sensor-011                                               ,energy,,
reading-1777006443813024,Float64,1777006443813026816,,70.610000,energy-sensor-011                                               ,energy,,
reading-1777006454783873,Float64,1777006454783874560,,27.420000,energy-sensor-011                                               ,energy,,
reading-1777005392590018,Float64,1777005392590019840,,27.780000,energy-sensor-012                                               ,energy,,
reading-1777005393398003,Float64,1777005393398003968,,51.820000,energy-sensor-012                                               ,energy,,
reading-1777005396345708,Float64,1777005396345710592,,95.470000,energy-sensor-012                                               ,energy,,
reading-1777005398161089,Float64,1777005398161091072,,76.760000,energy-sensor-012                                               ,energy,,
reading-1777005404775928,Float64,1777005404775930624,,65.910000,energy-sensor-012                                               ,energy,,
reading-1777005427309825,Float64,1777005427309825792,,91.550000,energy-sensor-012                                               ,energy,,
reading-1777005429255927,Float64,1777005429255928576,,61.600000,energy-sensor-012                                               ,energy,,
reading-1777005456598450,Float64,1777005456598452736,,95.720000,energy-sensor-012                                               ,energy,,
reading-1777005456699994,Float64,1777005456699997184,,63.670000,energy-sensor-012                                               ,energy,,
reading-1777005475046183,Float64,1777005475046185984,,9.560000,energy-sensor-012                                               ,energy,,
reading-1777005489586032,Float64,1777005489586032896,,43.970000,energy-sensor-012                                               ,energy,,
reading-1777005493882078,Float64,1777005493882079232,,23.400000,energy-sensor-012                                               ,energy,,
reading-1777005496210189,Float64,1777005496210191616,,42.060000,energy-sensor-012                                               ,energy,,
reading-1777005507780628,Float64,1777005507780629760,,81.530000,energy-sensor-012                                               ,energy,,
reading-1777005512249856,Float64,1777005512249857792,,72.490000,energy-sensor-012                                               ,energy,,
reading-1777005524791709,Float64,1777005524791710976,,0.000000,energy-sensor-012                                               ,energy,,
reading-1777005526921215,Float64,1777005526921216768,,0.000000,energy-sensor-012                                               ,energy,,
reading-1777005531590787,Float64,1777005531590788352,,18.150000,energy-sensor-012                                               ,energy,,
reading-1777005534735929,Float64,1777005534735930112,,49.990000,energy-sensor-012                                               ,energy,,
reading-1777005538531838,Float64,1777005538531839744,,64.540000,energy-sensor-012                                               ,energy,,
reading-1777005553940491,Float64,1777005553940492288,,87.330000,energy-sensor-012                                               ,energy,,
reading-1777005567954748,Float64,1777005567954749952,,10.820000,energy-sensor-012                                               ,energy,,
reading-1777005570389284,Float64,1777005570389284864,,29.590000,energy-sensor-012                                               ,energy,,
reading-1777005589512541,Float64,1777005589512542720,,60.820000,energy-sensor-012                                               ,energy,,
reading-1777005618686328,Float64,1777005618686330368,,67.800000,energy-sensor-012                                               ,energy,,
reading-1777005621934729,Float64,1777005621934730752,,74.140000,energy-sensor-012                                               ,energy,,
reading-1777005629979977,Float64,1777005629979979520,,35.960000,energy-sensor-012                                               ,energy,,
reading-1777005634957827,Float64,1777005634957828864,,81.350000,energy-sensor-012                                               ,energy,,
reading-1777005642061655,Float64,1777005642061656576,,90.700000,energy-sensor-012                                               ,energy,,
reading-1777005650194260,Float64,1777005650194260992,,79.560000,energy-sensor-012                                               ,energy,,
reading-1777005652819342,Float64,1777005652819343616,,76.830000,energy-sensor-012                                               ,energy,,
reading-1777005654234681,Float64,1777005654234683136,,20.890000,energy-sensor-012                                               ,energy,,
reading-1777005664201691,Float64,1777005664201692160,,15.460000,energy-sensor-012                                               ,energy,,
reading-1777005664706077,Float64,1777005664706079232,,200.000000,energy-sensor-012                                               ,energy,,
reading-1777005675262151,Float64,1777005675262153472,,83.510000,energy-sensor-012                                               ,energy,,
reading-1777005700332535,Float64,1777005700332536576,,82.940000,energy-sensor-012                                               ,energy,,
reading-1777005711557881,Float64,1777005711557882880,,54.030000,energy-sensor-012                                               ,energy,,
reading-1777005717813404,Float64,1777005717813438976,,13.700000,energy-sensor-012                                               ,energy,,
reading-1777005727752723,Float64,1777005727752726016,,18.470000,energy-sensor-012                                               ,energy,,
reading-1777005733045562,Float64,1777005733045564928,,90.520000,energy-sensor-012                                               ,energy,,
reading-1777005738095236,Float64,1777005738095237632,,9.040000,energy-sensor-012                                               ,energy,,
reading-1777005744579869,Float64,1777005744579870976,,59.180000,energy-sensor-012                                               ,energy,,
reading-1777005754489292,Float64,1777005754489294848,,65.710000,energy-sensor-012                                               ,energy,,
reading-1777005757317853,Float64,1777005757317856000,,52.500000,energy-sensor-012                                               ,energy,,
reading-1777005764083773,Float64,1777005764083775744,,22.500000,energy-sensor-012                                               ,energy,,
reading-1777005782413363,Float64,1777005782413366016,,63.540000,energy-sensor-012                                               ,energy,,
reading-1777005800475365,Float64,1777005800475367424,,22.860000,energy-sensor-012                                               ,energy,,
reading-1777005805025997,Float64,1777005805025998336,,26.720000,energy-sensor-012                                               ,energy,,
reading-1777005831094687,Float64,1777005831094689280,,79.070000,energy-sensor-012                                               ,energy,,
reading-1777005835804476,Float64,1777005835804477440,,21.790000,energy-sensor-012                                               ,energy,,
reading-1777005840272148,Float64,1777005840272150528,,58.240000,energy-sensor-012                                               ,energy,,
reading-1777005854029089,Float64,1777005854029091072,,54.360000,energy-sensor-012                                               ,energy,,
reading-1777005860440549,Float64,1777005860440551168,,1.840000,energy-sensor-012                                               ,energy,,
reading-1777005882461072,Float64,1777005882461074432,,78.770000,energy-sensor-012                                               ,energy,,
reading-1777005891345430,Float64,1777005891345431040,,24.390000,energy-sensor-012                                               ,energy,,
reading-1777005901409152,Float64,1777005901409154048,,46.250000,energy-sensor-012                                               ,energy,,
reading-1777005906508164,Float64,1777005906508166400,,99.370000,energy-sensor-012                                               ,energy,,
reading-1777005921309030,Float64,1777005921309031424,,52.950000,energy-sensor-012                                               ,energy,,
reading-1777005922116685,Float64,1777005922116687360,,27.370000,energy-sensor-012                                               ,energy,,
reading-1777005930556336,Float64,1777005930556337408,,71.640000,energy-sensor-012                                               ,energy,,
reading-1777005962710725,Float64,1777005962710727680,,87.520000,energy-sensor-012                                               ,energy,,
reading-1777005966685744,Float64,1777005966685746944,,73.080000,energy-sensor-012                                               ,energy,,
reading-1777005968906823,Float64,1777005968906824960,,89.800000,energy-sensor-012                                               ,energy,,
reading-1777005994370070,Float64,1777005994370071040,,41.670000,energy-sensor-012                                               ,energy,,
reading-1777006008864279,Float64,1777006008864280320,,50.440000,energy-sensor-012                                               ,energy,,
reading-1777006026967786,Float64,1777006026967789056,,0.000000,energy-sensor-012                                               ,energy,,
reading-1777006028688625,Float64,1777006028688627456,,51.990000,energy-sensor-012                                               ,energy,,
reading-1777006049998489,Float64,1777006049998489856,,42.300000,energy-sensor-012                                               ,energy,,
reading-1777006077876556,Float64,1777006077876557568,,17.580000,energy-sensor-012                                               ,energy,,
reading-1777006085592170,Float64,1777006085592171520,,64.290000,energy-sensor-012                                               ,energy,,
reading-1777006109661311,Float64,1777006109661312000,,85.270000,energy-sensor-012                                               ,energy,,
reading-1777006111178873,Float64,1777006111178874368,,57.340000,energy-sensor-012                                               ,energy,,
reading-1777006118002401,Float64,1777006118002401792,,88.660000,energy-sensor-012                                               ,energy,,
reading-1777006120879779,Float64,1777006120879780352,,3.950000,energy-sensor-012                                               ,energy,,
reading-1777006135587402,Float64,1777006135587403520,,30.320000,energy-sensor-012                                               ,energy,,
reading-1777006158010579,Float64,1777006158010580480,,303.200000,energy-sensor-012                                               ,energy,,
reading-1777006162056898,Float64,1777006162056899072,,76.160000,energy-sensor-012                                               ,energy,,
reading-1777006167722742,Float64,1777006167722743296,,49.260000,energy-sensor-012                                               ,energy,,
reading-1777006169192089,Float64,1777006169192090112,,95.910000,energy-sensor-012                                               ,energy,,
reading-1777006170310555,Float64,1777006170310555904,,10.890000,energy-sensor-012                                               ,energy,,
reading-1777006171225516,Float64,1777006171225518336,,67.050000,energy-sensor-012                                               ,energy,,
reading-1777006173170902,Float64,1777006173170903552,,53.700000,energy-sensor-012                                               ,energy,,
